EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
114856,QUEENS CO.,AUBURNDALE,06/14/2008,2000,Flash Flood, , ,0,0,0,0,NY,EST-5, ,18713,C,81,OKX,0,0,Emergency Manager,Heavy Rain, , ,1,SSE,1,S,BAYSIDE,06/14/2008,2056,40.7386,-73.7905,40.74,-73.78,"Long Island Expressway closed in both directions between exits 25 (Utopia Parkway) and 26 (Francis Lewis Boulevard).  Approximately 25 cars were stuck in water. JFK International Airport reported 1.36 inches of rain between 7:51 pm and 8:51 pm. LaGuardia Airport reported 1.31 inches of rain between 7:51 pm and 8:51 pm.","A cold front moved across the area on June 14, 2008 which produced widespread flash flooding across portions of the Lower Hudson Valley and New York City.",69
115386,QUEENS CO.,BAYSIDE,06/14/2008,2002,Flash Flood, , ,0,0,0,0,NY,EST-5, ,18713,C,81,OKX,0,0,Emergency Manager,Heavy Rain, , ,1,N,1,N,BAYSIDE,06/14/2008,2056,40.7674,-73.7826,40.768,-73.7808,"Occupied vehicles were stuck in rising water at the intersection of the Clearview Expressway and 35th Ave.","A cold front moved across the area on June 14, 2008 which produced widespread flash flooding across portions of the Lower Hudson Valley and New York City.",70
115387,QUEENS CO.,BAYSIDE,06/14/2008,2003,Flash Flood, , ,0,0,0,0,NY,EST-5, ,18713,C,81,OKX,0,0,Emergency Manager,Heavy Rain, , ,1,N,1,NNE,BAYSIDE,06/14/2008,2056,40.759,-73.7785,40.7595,-73.7762,"Occupied vehicles were stuck in rising water at the intersection of the Clearview Expressway and Northern Blvd.","A cold front moved across the area on June 14, 2008 which produced widespread flash flooding across portions of the Lower Hudson Valley and New York City.",71
115389,QUEENS CO.,ROSEDALE,06/14/2008,2034,Flash Flood, , ,0,0,0,0,NY,EST-5, ,18713,C,81,OKX,0,0,Emergency Manager,Heavy Rain, , ,1,S,1,SSE,ROSEDALE,06/14/2008,2056,40.6598,-73.7285,40.6602,-73.7272,"Occupied vehicles were stuck in rising water at the intersection of Hook Creek Blvd. and 257th St.","A cold front moved across the area on June 14, 2008 which produced widespread flash flooding across portions of the Lower Hudson Valley and New York City.",72
114857,QUEENS CO.,RICHMOND HILL,06/14/2008,2041,Flash Flood, , ,0,0,0,0,NY,EST-5, ,18713,C,81,OKX,0,0,Broadcast Media,Heavy Rain, , ,2,NNW,1,NNW,RICHMOND HILL,06/14/2008,2056,40.7198,-73.8316,40.7177,-73.8276,"Water blocking all lanes eastbound on the Grand Central Parkway at exit 13.","A cold front moved across the area on June 14, 2008 which produced widespread flash flooding across portions of the Lower Hudson Valley and New York City.",73
113841,QUEENS CO.,WOODHAVEN,06/16/2008,1804,Thunderstorm Wind,61.00, ,0,0,1000,0,NY,EST-5,EG,19295,C,81,OKX,0,0,Trained Spotter, , , ,1,NNW,1,NNW,WOODHAVEN,06/16/2008,1804,40.72,-73.86,40.72,-73.86,"A two foot diameter tree was downed.","An approaching cold front across central New York state triggered numerous severe thunderstorms across the region. Damaging winds and large hail impacted many areas, from the interior to the coast. In addition to the wind and hail, a tornado produced damage in and near Newburgh, New York.",74
133541,QUEENS CO.,BROADWAY,08/11/2008,945,Hail,0.75, ,0,0,0,0,NY,EST-5, ,22766,C,81,OKX,0,0,Trained Spotter, , , ,0,SSW,0,SSW,BROADWAY,08/11/2008,945,40.7645,-73.823,40.7645,-73.823,"Penny size hail was reported.","A strong upper level low pressure system spawned numerous severe thunderstorms over the Lower Hudson Valley, New York City Metro, and Long Island.",75
133542,QUEENS CO.,CORONA,08/11/2008,1006,Hail,0.75, ,0,0,0,0,NY,EST-5, ,22766,C,81,OKX,0,0,Official NWS Observations, , , ,2,N,2,N,CORONA,08/11/2008,1006,40.7765,-73.8747,40.7765,-73.8747,"Penny size hail was reported by the observer at LaGuardia Airpoirt.","A strong upper level low pressure system spawned numerous severe thunderstorms over the Lower Hudson Valley, New York City Metro, and Long Island.",76
133561,QUEENS CO.,FLUSHING ARPT,08/11/2008,1024,Thunderstorm Wind,61.00, ,0,0,7500,0,NY,EST-5,EG,22766,C,81,OKX,0,0,Emergency Manager, , , ,2,ENE,2,ENE,FLUSHING ARPT,08/11/2008,1024,40.79,-73.79,40.79,-73.79,"A large tree was reported to have fallen into a house just northeast of Flushing.","A strong upper level low pressure system spawned numerous severe thunderstorms over the Lower Hudson Valley, New York City Metro, and Long Island.",77
130738,QUEENS CO.,FLUSHING ARPT,08/11/2008,1039,Flash Flood, , ,0,0,0,0,NY,EST-5, ,22223,C,81,OKX,0,0,Emergency Manager,Heavy Rain, , ,2,ENE,2,NW,LITTLE NECK,08/11/2008,1054,40.7892,-73.7829,40.7889,-73.7814,"Cars were stranded in 3 to 4 ft. of water at 212th St. and Bell Boulevard in Bayside.","An anomolous low pressure system over southeast New York produced numerous thunderstorms with torrential rainfall which led to flash flooding in portions of New York City, Long Island and the Lower Hudson Valley.",78
133562,QUEENS CO.,LITTLE NECK,08/11/2008,1049,Thunderstorm Wind,52.00, ,0,0,750,0,NY,EST-5,EG,22766,C,81,OKX,0,0,Broadcast Media, , , ,1,WNW,1,WNW,LITTLE NECK,08/11/2008,1049,40.778,-73.7678,40.778,-73.7678,"Two southbound lanes of the Cross Island Parkway at Bayside Marina were  blocked due to a large downed tree limb.","A strong upper level low pressure system spawned numerous severe thunderstorms over the Lower Hudson Valley, New York City Metro, and Long Island.",79
131139,QUEENS CO.,QUEENS VLG,08/14/2008,1612,Flash Flood, , ,0,0,0,0,NY,EST-5, ,22304,C,81,OKX,0,0,Broadcast Media,Heavy Rain, , ,2,NE,2,NE,QUEENS VLG,08/14/2008,1627,40.7414,-73.7301,40.7396,-73.7287,"Impassable flooding was reported on the Cross Island Pkwy. at Union Tpke. in Glen Oaks. Mesonet storm total rainfall reports from Fresh Meadows and Bayside were 1.49 and 1.43 inches respectively.","An anomolous slow moving upper level low pressure system triggered thunderstorms producing torrential rainfall which led to flash flooding in Queens and Nassau County.",80
133134,QUEENS CO.,AUBURNDALE,08/14/2008,1629,Hail,0.75, ,0,0,0,0,NY,EST-5, ,22661,C,81,OKX,0,0,Trained Spotter, , , ,0,N,0,N,AUBURNDALE,08/14/2008,1629,40.75,-73.8,40.75,-73.8,"Penny size hail was reported.","A trough of low pressure at the surface coupled with a passing upper level disturbance triggered a round of Severe Thunderstorms producing penny to quarter size hail across the Lower Hudson Valley, Long Island, and parts of New York City on the 14th.",81
133123,QUEENS CO.,BAYSIDE,08/14/2008,1636,Hail,1.00, ,0,0,0,0,NY,EST-5, ,22661,C,81,OKX,0,0,Trained Spotter, , , ,0,N,0,N,BAYSIDE,08/14/2008,1636,40.75,-73.78,40.75,-73.78,"Quarter size hail was reported near the Clearview Expressway in Bayside.","A trough of low pressure at the surface coupled with a passing upper level disturbance triggered a round of Severe Thunderstorms producing penny to quarter size hail across the Lower Hudson Valley, Long Island, and parts of New York City on the 14th.",82
136485,QUEENS CO.,BAYSIDE,09/06/2008,1720,Flash Flood, , ,0,0,0,0,NY,EST-5, ,23289,C,81,OKX,0,0,Newspaper,Heavy Rain / Tropical System, , ,1,E,1,E,BAYSIDE,09/06/2008,1735,40.7484,-73.7611,40.748,-73.7624,"Portions of Bell Blvd. in Bayside were flooded.","Tropical Storm Hanna impacted Southeast New York, making landfall near the Nassau/Suffolk County border around 10:35 pm on the 6th. Storm total rainfall ranged from 1.66 inches at Port Jervis to 5.92 inches at New City. Periods of torrential rain from heavy showers and thunderstorms caused flash flooding in many locations, which included urban, small stream and river flooding.",83
136489,QUEENS CO.,WOODSIDE,09/06/2008,1720,Flash Flood, , ,0,0,0,0,NY,EST-5, ,23289,C,81,OKX,0,0,Newspaper,Heavy Rain / Tropical System, , ,1,SE,1,ESE,WOODSIDE,09/06/2008,1735,40.7392,-73.8995,40.7391,-73.8984,"In Woodside, 66th Street and 48th Ave. were inundated with water, which flooded some adjoining residential properties.","Tropical Storm Hanna impacted Southeast New York, making landfall near the Nassau/Suffolk County border around 10:35 pm on the 6th. Storm total rainfall ranged from 1.66 inches at Port Jervis to 5.92 inches at New City. Periods of torrential rain from heavy showers and thunderstorms caused flash flooding in many locations, which included urban, small stream and river flooding.",84
136564,QUEENS CO.,SPRINGFIELD GARDENS,09/06/2008,1720,Flash Flood, , ,0,0,0,0,NY,EST-5, ,23289,C,81,OKX,0,0,Broadcast Media,Heavy Rain / Tropical System, , ,1,S,1,S,SPRINGFIELD GARDENS,09/06/2008,1735,40.659,-73.7727,40.6616,-73.7747,"In Springfield Gardens, 147th Ave. was closed due to flooding. Water levels were approximately 6 inches deep on 147th St. in Rosedale, where  local authorities taped off the road. Flood waters also caused raw sewage to back up into some homes in Rosedale.","Tropical Storm Hanna impacted Southeast New York, making landfall near the Nassau/Suffolk County border around 10:35 pm on the 6th. Storm total rainfall ranged from 1.66 inches at Port Jervis to 5.92 inches at New City. Periods of torrential rain from heavy showers and thunderstorms caused flash flooding in many locations, which included urban, small stream and river flooding.",85
189595,QUEENS CO.,WOODHAVEN,07/26/2009,1520,Thunderstorm Wind,52.00, ,0,0,2500,0,NY,EST-5,EG,32366,C,81,OKX,0,0,Law Enforcement, , , ,2,SSE,2,SSE,WOODHAVEN,07/26/2009,1520,40.673,-73.8374,40.673,-73.8374,"Wires and large tree limbs were reported down at the intersection of Pitkin Avenue and Hawtree Street.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",86
189553,QUEENS CO.,WOODHAVEN,07/26/2009,1520,Hail,0.75, ,0,0,0,0,NY,EST-5, ,32366,C,81,OKX,0,0,Law Enforcement, , , ,3,S,3,S,WOODHAVEN,07/26/2009,1520,40.6521,-73.8468,40.6521,-73.8468,"Penny size hail was reported in Howard Beach.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",87
189612,QUEENS CO.,FOREST HILLS,07/26/2009,1530,Thunderstorm Wind,52.00, ,0,1,7500,0,NY,EST-5,EG,32366,C,81,OKX,0,0,Newspaper, , , ,1,NW,1,NW,FOREST HILLS,07/26/2009,1530,40.807,-73.8568,40.807,-73.8568,"A man was injured when a tree fell on his car near the intersection of 164th Street and Underhill Avenue.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",88
189555,QUEENS CO.,RICHMOND HILL,07/26/2009,1630,Hail,0.75, ,0,0,0,0,NY,EST-5, ,32366,C,81,OKX,0,0,Law Enforcement, , , ,1,SE,1,SE,RICHMOND HILL,07/26/2009,1630,40.6937,-73.811,40.6937,-73.811,"Penny Size hail was reported in Jamaica.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",89
189578,QUEENS CO.,BAYSIDE,07/26/2009,1635,Thunderstorm Wind,52.00, ,0,0,1500,0,NY,EST-5,EG,32366,C,81,OKX,0,0,Emergency Manager, , , ,1,E,1,E,BAYSIDE,07/26/2009,1635,40.7505,-73.7627,40.7505,-73.7627,"A tree was reported down on Bell Boulevard between 56th Avenue and 58th Avenue.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",90
189579,QUEENS CO.,BAYSIDE,07/26/2009,1636,Thunderstorm Wind,52.00, ,0,0,4000,0,NY,EST-5,EG,32366,C,81,OKX,0,0,Emergency Manager, , , ,1,ENE,1,ENE,BAYSIDE,07/26/2009,1636,40.7545,-73.7642,40.7545,-73.7642,"Trees and wires were reported down at 215-90 50th Avenue.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",91
189582,QUEENS CO.,LITTLE NECK,07/26/2009,1639,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,32366,C,81,OKX,0,0,Emergency Manager, , , ,1,SSE,1,SSE,LITTLE NECK,07/26/2009,1639,40.7531,-73.7427,40.7531,-73.7427,"Tree down near the intersection of the Cross Island Parkway and the Long Island Expressway.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",92
189586,QUEENS CO.,HOLLIS,07/26/2009,1648,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,32366,C,81,OKX,0,0,Emergency Manager, , , ,1,NW,1,NW,HOLLIS,07/26/2009,1648,40.7264,-73.7801,40.7264,-73.7801,"A tree was reported down at the intersection of Perth Road and 188th Street.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",93
189730,QUEENS CO.,FLUSHING,07/26/2009,1745,Funnel Cloud, , ,0,0,0,0,NY,EST-5, ,32366,C,81,OKX,0,0,Trained Spotter, , , ,1,NW,1,NW,FLUSHING,07/26/2009,1745,40.76,-73.84,40.76,-73.84,"A funnel cloud was reported.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",94
189565,QUEENS CO.,BAYSIDE,07/26/2009,1750,Hail,1.00, ,0,0,0,0,NY,EST-5, ,32366,C,81,OKX,0,0,Public, , , ,1,N,1,N,BAYSIDE,07/26/2009,1750,40.7694,-73.7777,40.7694,-73.7777,"Hail up to quarter size was reported in the Bayside section of Queens.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",95
189567,QUEENS CO.,FLUSHING ARPT,07/26/2009,1750,Hail,1.00, ,0,0,0,0,NY,EST-5, ,32366,C,81,OKX,0,0,Public, , , ,2,ENE,2,ENE,FLUSHING ARPT,07/26/2009,1750,40.7873,-73.787,40.7873,-73.787,"Hail up to quarter size was reported in the Baybridge Condominiums in the Bayside section of Queens.","A pre-frontal trough followed by a potent cold front caused multiple severe thunderstorms and isolated flash flooding in portions of Southeast New York.",96
189902,QUEENS CO.,WOODSIDE,07/29/2009,1500,Thunderstorm Wind,61.00, ,0,0,2000,0,NY,EST-5,EG,32395,C,81,OKX,0,0,Emergency Manager, , , ,2,N,2,N,WOODSIDE,07/29/2009,1500,40.7721,-73.9198,40.7721,-73.9198,"A traffic sign was reported down on the Grand Central Parkway.","A pre-frontal trough caused scattered severe thunderstorms to develop across Southeast New York, including a tornado in Orange County. Some of the storms produced very heavy rain which led to flash flooding in New York City.",97
195153,QUEENS CO.,FLUSHING ARPT,08/18/2009,2113,Thunderstorm Wind,61.00, ,0,0,100000,0,NY,EST-5,EG,33584,C,81,OKX,0,0,Emergency Manager, , , ,1,NE,1,NE,FLUSHING ARPT,08/18/2009,2117,40.7874,-73.8082,40.7874,-73.8082,"Just under 100 trees were reported down across Queens by the New York City Office of Emergency Management, with most down north of the Long Island Expressway. Some of the trees fell on automobiles.","A passing upper level short wave spawned an isolated severe thunderstorm which brought down hundreds of trees in New York City, and also impacted Northern Nassau County.",98
222674,QUEENS CO.,FOREST HILLS,03/13/2010,0,Heavy Rain, , ,0,0,0,0,NY,EST-5, ,38336,C,81,OKX,0,0,Official NWS Observations, , , ,2,SW,2,SW,FOREST HILLS,03/14/2010,0,40.779,-73.8743,40.779,-73.8743,"The Automated Surface Observing System at LaGuardia Airport recorded 3.16 inches of rainfall on March 13.  This was the greatest 24-hour rainfall total for March 2010.","A Nor'easter developed off the Delmarva peninsula which produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of southeast New York.",99
221376,QUEENS CO.,(JFK)KENNEDY INL ARP,03/28/2010,1800,Heavy Rain, , ,0,0,0,0,NY,EST-5, ,37981,C,81,OKX,0,0,ASOS, , , ,0,N,2,NNW,CORONA,03/31/2010,700,40.63,-73.78,40.7793,-73.8803,"Total rainfall recorded at John F. Kennedy (JFK) International Airport and LaGuardia Airport was 4.52 inches and 4.16 inches respectively. In addition, total precipitation for the month of March was 8.62 inches at JFK Airport which broke the old record of 8.17 inches set in 1980. On March 30, 2.29 inches of this record rainfall fell within a 24 hour period.  Total precipitation for the month of March was 8.62 inches at JFK Airport which broke the old record of 8.17 inches set in 1980. On March 30, 2.29 inches of this record rainfall fell within a 24 hour period.  The total monthly precipitation for March at LaGuardia Airport was 9.55 inches which also broke its previous record of 8.73 inches set in 1953.","A Nor'easter centered off the Delmarva coast produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of the Lower Hudson Valley, New York City and Long Island.",100
221359,QUEENS CO.,FLUSHING ARPT,03/30/2010,935,Flood, , ,0,0,0,0,NY,EST-5, ,37981,C,81,OKX,0,0,Broadcast Media,Heavy Rain, , ,2,ENE,2,ENE,FLUSHING ARPT,03/31/2010,100,40.7908,-73.793,40.791,-73.792,"The entrance ramp from the Throgs Neck Bridge onto the southbound Cross Island Pkwy. in Bayside was closed due to flooding.||Total rainfall amounts received across Queens County ranged from 3.86 in South Ozone Park to 4.52 inches at John F. Kennedy International Airport.","A Nor'easter centered off the Delmarva coast produced an extended period of heavy rainfall across the area as it tracked very slowly to the northeast. This caused widespread flooding across portions of the Lower Hudson Valley, New York City and Long Island.",101
241997,QUEENS CO.,CORONA,06/24/2010,1339,Thunderstorm Wind,54.00, ,0,0,0,0,NY,EST-5,MG,41524,C,81,OKX,0,0,ASOS, , , ,2,NNW,2,NNW,CORONA,06/24/2010,1339,40.7794,-73.8808,40.7794,-73.8808,"A gust of 54 knots was measured at LaGuardia Airport.","A cold front and strong upper level trough moved across the Tri-State, triggering severe thunderstorms across Southeast New York during the afternoon.  This included both supercells and squall lines, producing severe winds and hail across the Lower Hudson Valley, New York City, and Long Island.",102
241965,QUEENS CO.,FLUSHING ARPT,06/24/2010,1344,Hail,1.75, ,0,0,2000,0,NY,EST-5, ,41524,C,81,OKX,0,0,Trained Spotter, , , ,2,ENE,2,ENE,FLUSHING ARPT,06/24/2010,1344,40.788,-73.7911,40.788,-73.7911,"Hail of at least golf ball size fell on the Queens side of the Throgs Neck Bridge, with at least one car dented.","A cold front and strong upper level trough moved across the Tri-State, triggering severe thunderstorms across Southeast New York during the afternoon.  This included both supercells and squall lines, producing severe winds and hail across the Lower Hudson Valley, New York City, and Long Island.",103
241985,QUEENS CO.,LITTLE NECK,06/24/2010,1345,Thunderstorm Wind,70.00, ,0,0,100000,0,NY,EST-5,EG,41524,C,81,OKX,0,0,Fire Department/Rescue, , , ,1,ENE,1,ENE,LITTLE NECK,06/24/2010,1345,40.7722,-73.7401,40.7722,-73.7401,"Numerous utility poles, street lamps, and trees were reported down in Northeastern Queens, with the worst damage in Little Neck and Douglaston. At least one chimney was collapsed, and trees fell on several vehicles, including a mini-van, totaling the vehicle, and destroying a double bass inside.","A cold front and strong upper level trough moved across the Tri-State, triggering severe thunderstorms across Southeast New York during the afternoon.  This included both supercells and squall lines, producing severe winds and hail across the Lower Hudson Valley, New York City, and Long Island.",104
250278,QUEENS CO.,FRESH POND,07/23/2010,1953,Thunderstorm Wind,52.00, ,0,0,5000,0,NY,EST-5,EG,42930,C,81,OKX,0,0,Emergency Manager, , , ,2,E,2,E,FRESH POND,07/23/2010,1953,40.7232,-73.8888,40.7182,-73.8882,"Power lines were reported down in Middle Village in between 60th  and 62nd Avenues on the north and south and 69th Place and 71st Street on the west and east.","Severe storms, associated with a warm front just to the north of the Tri-State, moved southeast into the region. A couple of these storms impacted parts of the Lower Hudson Valley and New York City.",105
256941,QUEENS CO.,ROSEDALE,08/22/2010,2125,Flash Flood, , ,0,0,0,0,NY,EST-5, ,44211,C,81,OKX,0,0,Fire Department/Rescue,Heavy Rain, , ,1,NNW,1,SW,ROSEDALE,08/22/2010,2232,40.6822,-73.7358,40.6577,-73.7474,"Several vehicles became stuck in flood waters with occupants rescued by the local fire department on 147th Ave., 225 St. and 144th Ave. in Brookville.","A warm front extending through the Tri-State Area from a low pressure system moving across the northern Mid-Atlantic States acted as the focus for heavy rain and training thunderstorms in Queens and Nassau Counties.  Slow moving showers with embedded thunderstorms produced heavy rain which led to flash flooding on Long Island.  In addition, a woman driving in Orange County lost control of her car in a heavy shower, killing both herself and her unborn child.",106
257966,QUEENS CO.,QUEENS VLG,08/22/2010,2130,Flash Flood, , ,0,0,30000,0,NY,EST-5, ,44211,C,81,OKX,0,0,Newspaper,Heavy Rain, , ,1,ESE,1,ESE,SPRINGFIELD GARDENS,08/22/2010,2132,40.715,-73.7356,40.6771,-73.7567,"In Springfield Gardens, Springfield Blvd. became impassable due to flood waters.  A bus became submerged in high water on Springfield Blvd. near 140th St. and its occupants were rescued by the local fire department.  Water accumulated under the underpasses on the Belt Parkway, causing the road to be closed in both directions.  Multiple people were trapped in vehicles, which local fire departments responded to in addition to flooding of many residential homes.  A resident on Edgewood Ave. needed assistance escaping the deluge of water entering her basement apartment.","A warm front extending through the Tri-State Area from a low pressure system moving across the northern Mid-Atlantic States acted as the focus for heavy rain and training thunderstorms in Queens and Nassau Counties.  Slow moving showers with embedded thunderstorms produced heavy rain which led to flash flooding on Long Island.  In addition, a woman driving in Orange County lost control of her car in a heavy shower, killing both herself and her unborn child.",107
262506,QUEENS CO.,WOODHAVEN,09/16/2010,1640,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Broadcast Media, , , ,2,NW,2,NW,WOODHAVEN,09/16/2010,1640,40.72,-73.88,40.72,-73.88,"Trees were downed near Crown Heights.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",108
262545,QUEENS CO.,RICHMOND HILL,09/16/2010,1640,Thunderstorm Wind,109.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,NWS Storm Survey, , , ,1,NNW,1,NNW,RICHMOND HILL,09/16/2010,1640,40.7155,-73.8247,40.7155,-73.8247,"A National Weather Service Storm Survey verified the occurance of a macroburst in Queens.  The path extended from Middle Village east across Forest Hills.||In Forest Hills, at MacDonald Park, a field of trees were sheared off which completely demolished the park.  Many whole trees and large branches were downed in a divergent pattern.  This was a clear signature of macroburst wind damage.||The area of the macroburst was bounded by Queens Boulevard and 69th Road to the northeast near the intersection of Yellowstone Boulevard.||Just southwest of the Long Island Expressway along 63rd Avenue and near the intersections of Reeves Avenue and 146th Street, many huge healthy 36 inch diameter trees fell in nearly the same direction in narrow roads.  Downed trees destroyed many cars and made entries to houses impassable.  Widespread tree damage made many secondary and tertiary roads impassable.||Many whole trees and large branches were downed near Queens College, along Dartmouth Street and in Forest Hills Garden, and along Park Drive East in Kew Garden Hills.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",109
262537,QUEENS CO.,FLUSHING,09/16/2010,1642,Tornado, ,EF1,1,1,17200000,0,NY,EST-5, ,45251,C,81,OKX,0,1,NWS Storm Survey, ,4,100,1,SW,2,NNW,LITTLE NECK,09/16/2010,1646,40.74,-73.84,40.8,-73.76,"A National Weather Service Storm Survey Team confirmed a tornado in Queens.||The tornado impacted Flushing and Bayside.  In Flushing, on Browne Street between Roosevelt and 38th Avenues, the third floor of a residential brick building was severely damaged structurally.  Large tree tops were lying on top of buildings and shot like projectiles between buildings.  Sides of houses were peeled back.  There was clear evidence of twisted metal along the side of the building.  On Warren Street near the intersection of Roosevelt Avenue, a steel framed water tower was blown over on the roof.  There was a partial roof collapse on another residential building.||A Pennsylvania woman was killed in her car by a falling tree on Grand Central Parkway.  Her passenger was injured.  A man trying to assist the woman suffered a brain aneurysm and died. ||The tornado touched down around 2.5 miles south of Flushing and lifted 1 mile northeast of Bayside over Little Neck Bay.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",110
262534,QUEENS CO.,WOODHAVEN,09/16/2010,1642,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,NWS Employee, , , ,1,N,1,N,WOODHAVEN,09/16/2010,1642,40.72,-73.85,40.72,-73.85,"A roof was blown off of a building and into another building on Burns Street.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",111
262533,QUEENS CO.,WOODHAVEN,09/16/2010,1642,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Broadcast Media, , , ,1,N,1,N,WOODHAVEN,09/16/2010,1642,40.72,-73.85,40.72,-73.85,"An 80 foot tree was downed on a house.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",112
262512,QUEENS CO.,FLUSHING,09/16/2010,1642,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Public, , , ,1,S,1,S,FLUSHING,09/16/2010,1642,40.73,-73.83,40.73,-73.83,"A garage complex in the Joyce Garden Co-op collapsed with multiple cars inside.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",113
262511,QUEENS CO.,WOODHAVEN,09/16/2010,1642,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Broadcast Media, , , ,2,WNW,2,WNW,WOODHAVEN,09/16/2010,1642,40.7124,-73.8753,40.7124,-73.8753,"Trees were downed on Metropolitan Avenue.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",114
262510,QUEENS CO.,WOODHAVEN,09/16/2010,1642,Thunderstorm Wind,65.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Public, , , ,2,NW,2,NW,WOODHAVEN,09/16/2010,1642,40.72,-73.87,40.72,-73.87,"Multiple large trees and wires were downed with several roads blocked. Multiple trees were also downed on houses. The siding of a church was torn off.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",115
262508,QUEENS CO.,WOODHAVEN,09/16/2010,1642,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Broadcast Media, , , ,1,N,1,N,WOODHAVEN,09/16/2010,1642,40.72,-73.85,40.72,-73.85,"Large tree limbs were downed on power lines.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",116
262507,QUEENS CO.,CORONA,09/16/2010,1642,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Public, , , ,1,W,1,W,CORONA,09/16/2010,1642,40.7489,-73.8907,40.7489,-73.8907,"Trees were down on 75th Street and 37th Avenue, partially blocking the road.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",117
262513,QUEENS CO.,HOLLIS,09/16/2010,1644,Thunderstorm Wind,61.00, ,0,0,0,0,NY,EST-5,EG,45251,C,81,OKX,0,0,Trained Spotter, , , ,1,NW,1,NW,HOLLIS,09/16/2010,1644,40.73,-73.78,40.73,-73.78,"Parts of some roofs were torn off in Fresh Meadows.","A warm front in conjunction with strong upper level winds produced numerous severe thunderstorms, including tornadic cells, across the New York City Metropolitan Area.",118
